Comment,Score
"Просто, великолепный фильм заставил меня аж 2 раза прослезиться. С одной стороны смысл фильма простой и понятен с точки зрения человеческого долга, но главный смысл фильма, это человеческие отношения, вот именно, человеческие отношения между мужчиной и женщиной, которые перерастают в настоящую любовь и как важно защитить её, и не важно в космосе вы, или в пещере, или на необитаемом острове. Фильм интригующий, смотрится легко. Твердая пятерка.",10
"Вот так киношка). Смотрел на одном дыхании. Обожаю такие фильмы. И фантастика, и любовь, и смейся, и плачь. Всего понемногу. Фильм, однозначно, заслуживает высокой оценки. Жду лицензии и повторю просмотр!",10
"Интересный романтический фильм. С некоторыми приключениями и проблемами. Одним словом космическая мелодрама, с проверкой чувств через космические проблемы. Посмотреть стоит, по крайней мере, есть новые мысли, это уже интересно.",10
"Да, хороший фильм, смотреть однозначно, хорошая мелодрама с фантастическим уклоном, с девушкой вечером самое то, оценка 4 из 5.",8
"Отличное кино, в лучших традициях, ничего лишнего, все к месту, полнота эмоций! Фильм оправдал ожидание! Даже пересмотреть хочется еще разок).",10
"Хороший фильм. Зрелищный, как и положено фантастике. В меру драмы, в меру романтики, в меру спецэффектов (в бассейне - супер!). Приятные мелочи техногенного киношного будущего радуют глаз. Знатоки и спецы инженерной и физико-математической реальности идут в научно-документальное кино. Кому не хватает народу в кадре (особенно розовощёких карапузов) - смотрите сериал Про папиных дочек или про Ворониных. Остальным - приятного просмотра!",10
"Замечательный фильм! Красивая история любви! В наше время редко можно увидеть людей, жертвующих ради любви перспективами и будущим. Очень романтично!",10
"Всем кто смотрел, и кого тронул мультфильм ""ВАЛЛИ"", рекомендую этот фильм! Он замечателен! И это пишу я, любитель экшенов и боевой фантастики! Да я сам себе не верю). Но это так, фильм стоит посмотреть, и лучше вдвоем! Приятного просмотра.",10
"Актеры особо не старались. Саундтрек просто смешной. Легкий, полусемейный фильм. Как говорится - посмотреть и забыть. Интересное начало перешло в банальщину и сплошные клише. Рассчитан на абсолютно незатейливого зрителя.",3
"Красивая космическая романтическая история. Рекомендую к просмотру, чего делаю редко. Не ищите логики и правды, просто смотрите. Моя оценка близкая к дести из десяти.",9
Замечательный фильм! Отличный выбор актеров для главной роли. Смотрится на одном дыхании и оставляет очень приятное послевкусие. Советую к просмотру!,10
"С удовольствием посмотрела, сказка конечно, ну и что, ничего другого не ожидала. Замечательно снято, для любителей красивой фантастики - то, что надо. И не важно, что ницшевское ""толкни падающего"" проходит красной нитью, ведь главное то, что любовь, она и в космосе любовь.",8
"К большинству комментаторов не отношусь. Соплежуйство какое-то. Фильм стандартный, даже немного заезженный. Снят не плохо, но не более того. И рекомендовать к просмотру точно не буду. И концовка не совсем как-то продумана, хотя имеет право на существование.",6
"Прекрасный фильм. Об одиночестве, внутренней борьбе и моральных принципах. Любви, которая побеждает все. О том, что даже в самых сложных условиях можно реализовать свою мечту. Очень мелодраматичная и глубокая кинолента. Любителя экшенов, боевиков и спецэффектов можно проходить мимо. Не поймут. Концовка жизнеутверждающая. Главная героиня все-таки сделала свой правильный выбор.",10
"А мне фильм очень понравился. В конце фильма я даже всплакнула. Очень романтичный! Я думаю, что любая девушка хотела бы встретить такую любовь. Моя оценка 5/5!",10
"Когда-нибудь человеку не останется места на этой Земле, и он вынужден будет исследовать далекие космические дали в поисках пригодных для проживания территорий. Всё к этому идет. Фильм очень интересный, заставляющий задуматься человечеству о том, что ничто не вечно. Скоро нас станет очень много, и тогда будет два выбора: либо войны за территории, либо переселение на другую планету и возможно другую галактику. Марс подойдет только бедным, тем у кого не будет денег на далекое путешествие.",9
"Фильм понравился очень, хотя не люблю, когда в кадре всего два актера (периодически трое). Для меня скорее мелодрама, история любви и прощения двух людей. Если кто рассчитывает на экшн, его в этом фильме практически нет.",10
"3 балла. Можно смотреть, а можно и не смотреть. Технически все сделано на высшем уровне, космос и интерьеры великолепны... ну и все. Жаль труда и фантазий многих людей, они честно заработали свой доллар, но когда сценарий на двух листочках из ""космической мыльной оперы"", а актеры из рекламы прокладок, то ожидать успеха больше чем у девочек нежного возраста, не приходится. Зато новые комп. эффекты типа с водой в невесомости скоро увидим в других фильмах и надеюсь будет что-то больше чем розовые сопли.",6
"Рай на космическом корабле, просто Эдем. Если бы не нюанс, что может в одночасье всё взорваться и полететь к чертям, а так, просто чудесная беззаботная жизнь, два любящих человека... красота.",7
"Фильм очень понравился. Захватывающий сюжет, отличные актеры. Это настоящий психологический триллер. На меня произвел сильное впечатление. Высший балл, рекомендую к просмотру.",10
"Честно сказать, фильм вызвал двойственные впечатление.  СпойлерДа - это классный красивый проект с гигантским кораблём и неплохой игрой в некоторых местах, например, я сильно проникся безнадегой гг, начиная от того что у него доступа не было к нормальной еде и развлечениям, и заканчивая безвыходностью ситуации, я даже в возможность самоубийства чуток поверил. Но после того что он понял, что народ можно будить, то почему не отыскать на корабле пару ученых, которые бы помогли бы ему с гибернацией, да какой учёных? Можно было разбудить пол корабля и сообща решить проблему. С соплями и розовыми очками тоже перегнули если честно: хотя сопель даже не было, а только сплошные намеки на них: гг посмотрел пару видосов с девушкой - влюбился. Даже с ней не пообщавшись, а потом почему-то подумал разбудить только её одну. Далее после спасения командой Х корабля тупо отдать себя в жертву умерев через 30 лет от старости смотрится как минимум странно. А где свора детишек? (выросших правда). Почему они от одиночества и безысходности не сошли с ума и не поубивали друг друга? А ещё реальней вариант, когда бы эта парочка психанула бы и разбудила бы добрую часть корабля.",6
"Превосходный, сильный фильм! Было приятно посмотреть. Качество нормальное. Советую всем. Моя оценка 5/5.",10
"Смотрела фильм в 3Д в кинотеатре - впечатляющие виды космоса. Ну и игра малочисленных актеров тоже хороша. Все о хорошем). Если позиционировать фильм как сказку для детей, (но сюжет вряд ли детский) тогда еще можно смириться с массой неправдоподобных ситуаций, хотя, как по мне, и любознательные современные дети зададут массу вопросов по поводу невозможности быть в открытом космосе в треснувшем скафандре, про нюансы летательного аппарата в космосе с разгерметизацией и прочие прелести фильма...",7
"Фильм хорош! Есть смешные моменты - бармен прикольный! Есть элементы борьбы за жизнь - куда же без этого! Но основная суть фильма, все-таки, мне кажется, это человеческие взаимоотношения. Очень понятно раскрыта тема одиночества - насколько человеку все-таки необходимо общение с себе подобным, никакие гаджеты и навороты не заменят простого разговора по-душам. В фильме есть интересные спецэффекты. Особенно понравился сюжет с бассейном и гравитацией! Оценка 9/10.",9
"Редко от меня можно такое прочитать, или услышать (особенно о современных фильмах), но это очень хороший фильм. Понравился с 1 до последней минуты, хочется узнать что у них было за всю их жизнь. И узнать как отреагировали на это все экипаж. Но я думаю сюжет для нового фильма не наберется, а если наберется, то испортят как обычно. Жалею что не посмотрел этот фильм в первый раз в кинотеатре. Второй раз не будет так интересно его смотреть. Спасибо. 5/5.",10
"Фильм довольно интересный, но сюжет напоминает множество других фильмов, связанных с космосом и космическими кораблями. Актеры отлично сыграли свои роли. В фильме есть моменты, которые заставляют всплакнуть, а также есть те, которые могут насмешить. Оценка фильму - ""хорошо"".",7
"Ну вы зажрались друзья, покажи вам этот фильм 20 лет назад, вы бы от счастья с сума сошли, я этот фильм оцениваю в 9.6/10. Слишком избалован зритель нынче. В фильме есть изюминка и заставляет испытать чувство доселе не испытанные, ну, как минимум я говорю о себе. Ну и пища для мыслей.",9
"Ума не приложу чем руководствовались зрители писавшие положительные отзывы. На мой взгляд, один из самых ожидаемых фильмов года стал самым большим провалом десятилетия. Начиная от сценария написанного школьником мечтавшим стать писателем детских книг, до бездарной актёрской игры... Если говорить об оценки, то охарактеризовать картину оценкой ""Плохо"", значит сделать поблажку, снято отвратительно.  СпойлерИтак сначала. Кому пришла в голову идея отправить на полторы сотни лет, не пилотируемый никем, огромный корабль?! Даже роботов нет, кроме официантов и пылесосов. А появившийся на короткое время человек, который умер не понятно по какой причине и который представился как ""Старший вахты"", вводит умы адекватных обывателей в некий ступор. Как так, старший есть, а самой вахты нет, все спят, всем по барабану! Почему главный герой после пробуждения делает вид, что он до жути боится незнакомого места!? Его что похитили и насильно отправили в анабиоз? И что это за инженер-механик, который не входит в состав команды корабля? Это что-то вроде российских гастарбайтеров, принят на работу без прописки?) Ну а абсурдная идея про оборудование анабиоза которое находится только на земле, буквально взрывает мозг. Плевать на всякие там форс мажорные обстоятельства, проснулся, считай не повезло. И как вообще, те кто отправил эту экспедицию будут взаимодействовать с новой колонией, будут постоянно посылать корабли в один конец? Далее. Во время разгерметизации, когда героиня плавает в бассейне, оказывается без сознания, то есть всё, захлебнулась, одной ногой на том свете, нас пытаются убедить, что плюх воды заставил её очнутся?! Ну а ранение в руку, которое которое она отыгрывает как предсмертное состояние, кроме как дикого смеха не вызывает, особенно когда она тащит здорового мужика своей израненной рукой, забыв, что несколько минут чуть не умерла). Резюме: не кликайте на ""Пуск"", ибо потеря времени и полнейшее разочарование.",1
"Отличный фильм. На мой взгляд, лишь пройдя через беду, люди поняли, что счастье рядом, нужно просто ценить что имеешь.",10
"Шикарный, наивный, с ляпами, но все-таки фильм! Стоит того чтобы посмотреть, много недосказанного и недоговоренного. 10/10.",10
"Фильм интересный, осталось много впечатлений после просмотра, то что сюжет знакомый - да, и пофиг, все равно интересно смотреть с первой и до последней минуты, игра актеров на высшем уровне, передача эмоций и т.д. и т.п., ставлю 5 из 5.",10
Милая Рождественская сказка. Концовка ожидаема и также мила. Прелесть. Каждую минуту ловишь себя на мысли - а что бы ты сделал?,8
"А мне фильм понравился. Он для души. Красивая история со смыслом - цени то, что у тебя есть. Красивая добротная графика. Актеры на высоте - ведь в фильме всего 2 персонажа. Эмоции передали - затронуло. Для меня 10 из 10! Фильм соответствует жанру. Причем в лучшем его виде по качеству.",10
"Сюжет получился сбалансированный, смесь фантастики драмы и психологического триллера. Тема конечно не новая, но на фоне замечательной любовной истории - смотрится иначе. Концовка прямая, но сам фильм задумывался как легенда. Как бы экранизация найденного дневника. В этом ракурсе сюжетные интриги, как раз излишни. Нет отступлений к долгим диалогам, постоянная фантастическая составляющая фильма не упускается из вида. Замечательная физика эффектов, нашел только пару нюансов (чрезвычайная огнеупорность скафандра при крайне низкой прочности) и (устройство искусственной гравитации - центробежное, при отключении питания система должна терять угловую скорость вращения - очень долго, так как корабль движется в невесомости. При этом гравитация должна угасать, а не исчезать вовсе) и другие мелочи. Есть над чем подумать и в психологическом плане.  СпойлерМужчина теряет смысл жизни когда ему не для кого жить. Даже в условиях изобилия развлечений и ""общения"" с искусственным интеллектом. Дилемма стоящая перед героем - эгоизм или здравый смысл. Позволяет задуматься над тем, как поступили бы вы в этой ситуации. И чудо женщины! Она меняет его настолько, что в конце мы видим совсем другого героя, готового жертвовать собою ради нее и незнакомых ему людей. И даже отказаться от нее, ради исполнения ее мечты. Героиня Лоуренс тоже на высоте! Осознала что надо жить здесь и сейчас (как говорил робот). Ценить то что имеешь, а не гоняться за мнимым счастьем, ведь в погоне за чем-то эфемерным мы порой теряем самое ценное. Поверьте мне! Я знаю об этом не понаслышке! Игра актеров средняя, не забывайте, что актеры Пратт и Лоуренс не обладают большим опытом актерского мастерства, но в фильме, я считаю, они выложились полностью. В принципе сюжет не позволил бы им развернуться еще больше, иначе бы они уже переигрывали. Развязка мне виделась немного другой, я считал что у них будут дети (это было бы более чем рационально, в их ситуации), но немного посчитав, понял, что их дети долетели бы до места назначения глубокими стариками, в лучшем случае. Похоже режиссер отказался от этой идеи, даже не подняв эту тему в фильме, по тем же причинам). Фильм хороший! Моя оценка 7 из 10. Снижаю за заимствованный сюжет 5 баллов и добавляю 2 за душещипательную историю двух сердец. Добавляю 2 балла за спецэффекты, но снижаю 2 за недостаток экшн-составляющей. (Все-таки за два года жизни должны были быть и другие происшествия). Это украсило и разнообразило бы фильм. Вот мое мнение!",8
"Мне фильм очень понравился. Те, кто не видят смысл, для тех сюжет зализан, что-то где-то взято из других фильмов и все такое. Для меня этот фильм был о выборе, так как наша жизнь - это следствие наших действий, это переживание и мучение совести за такой поступок нашего героя, этот фильм о ненависти и отчаянии, об одиночестве и счастье. И самое главное о любви.  СпойлерКогда есть выбор лечь и уснуть и проснуться через 88 лет, как ты и хотела, или остаться с этим человеком, зная, что вы не доживете, для меня это сильно.",10
"Кто-то говорит что фильм скукотища, затянут, особенно вначале. Я посмотрел фильм, но мне ни единой секунды не было скучно, экшн там был, я доволен фильмом. Единственное, конец мне немного не понравился. Я советую посмотреть.",10
"Фильм 10 из 10. Для тех, кто любит фантастику, смотреть обязательно! Никакой нудности нет, развитие сюжета очень интересное.",10
"Ребята, фильм шикарен! Здесь есть всё - страх, сомнения, желания, стыд от содеянного, любовь, ненависть и опять любовь. Лично я хотел бы прожить такую жизнь...",10
"Цитата: rbkk СпойлерСнял за концовку, могли и детей нарожать хоть для разнообразия и был бы эдакий хэпи энд, а так драма. СпойлерУчитывая то, что обоим героям где-то по 30 лет - то рожать детей они должны в ближайшем будущем. Это детям будет примерно по 88 лет когда корабль прибудет к планете. Но даже если подождать лет 20 - детям будет по 68 лет.Какой от них прок? Имеется в виду  - это все равно не дает в принципе ничего. ""Нарожать детей - а те еще нарожают детей?"" - ну это не обсуждается - так делать нельзя! (смешивание крови и т.д.) Таким образом, я считаю, в этом случае, всё достаточно логично!Фильм хороший - я смотрел с удовольствием. Новый, не новый в жанре или сюжете и прочие доводы - мне абсолютно не важны - мне понравился фильм, а это главное. Сюжет не нов, я согласен - но он красив и интересен. Но я не понимаю людей, которые возмущаются примерно так: ""А вот этот способ передвижения по космосу с того фильма, еда и вода выдаются как в том фильме, в фильме всё срисовано с других фильмов, ничего нового не придумали - фильм плохой!"" - что за припадки у людей? (Зажрались?)). В общем и в целом - фильм мне понравился и я уверен буду пересматривать. Всем приятного просмотра!",8
"Фильм отличный! Не так уж и много сейчас хороших фильмов про космос. Сюжет взяли не много от того, немного от того и получилось супер! Актриса, не знаю как там ее звать, первый раз вижу, сыграла посредственно. Могли бы и получше подобрать. А вот чувак из ""Стражи галактики"" сыграл неплохо. Ну и немного ""Морфиуса"" тоже порадовало! 9 из 10.",9
" СпойлерЯ бы на их месте по очереди на год ложился в гибернацию в эту капсулу автодоктора. Ну не совсем друг за другом, а еще 2-6 месяцев бы между гибернациями совместное время (или до первой ссоры). Во время одиночества не тупо жрал и развлекался бы, а учился. А вообще, как я понял можно было в капсуле автодоктора вколоть человеку все необходимые препараты и потом положить в обычную капсулу (в которых они очнулись). Ну всю жизнь с любимой наедине это конечно хорошо, но жить в летающей коробке всю жизнь. Еще странно - просыпался же Морфеус и у него были проблемы со здоровьем, судя по его словам это было из-за сбоя гибернации - там по сути все должны были подохнуть кто дремал в гибернации.",5
"Молодцы. 9/10. Чувствуется профессионализм. И сюжет и спецэффекты, а Дженнифер Лоуренс ну просто прелесть. Один балл снял за концовку, очень короткая и за столько лет можно было бы обзавестись детьми, так веселей жить. Смотреть всем в кинотеатре. Здесь кач-во не айс.",9
"Для разнообразия посмотреть можно. Чистая мелодрама. Игра актеров хорошая. Концовка подкачала, ждала большего. 6/10.",6
"Адам и Ева по-новому, не плохо. История стара как мир - но по-прежнему трогает, потому что правда). Хорошо снято, лёгкий, прям как мыльная опера. 5 из 5.",10
"Просмотр фильма доставил удовольствие. Хорошая графика, приятная внешность Лоуренс и простенький сюжет о любви. Конечно, это не экшн, а ждать от мелодрамы резких поворотов? Любовная история (неглупая, на мой взгляд) на фантастическом фоне - получился неплохой фильм.",7
"Скукотища. Никакой интриги. Никаких приключений. Перед сном можно смотреть спокойно). Вылизанный гламурненький сюжет, ничего более. ",1
"Классика жанра. Космос, перелет, сон, неисправность... Посмотреть на разок. Только за игру актеров, хорошо режиссуру и раскрытость сюжета ставлю 3 из 5-ти. Все действия людей и ход сюжета абсолютно предсказуем, все это уже все видели. Промотал 50%, т.к. смотреть то, что уже видел раз 500 в 501-й не хочется. Хорошая фантастика, хорошо снятая. Больше ничего Увы, еще один клон).",6
"Сюжет фильма в оригинале не нов, и не думаю, что он впечатлит кого-то своим сюжетом, но подача/передача чувств, игра эмоций актерами на высоте, (в какой-то момент в начале фильма подумалось, что вот как из главного героя получился аватар для фильма ""Аватар"", было бы интересно и смешно ИМХО) так же красивая графика. Смотрел в кинотеатре, язык оригинал, после языка оригинала смотрел еще раз фильм в переводе, чуть не блеванул от этого бреда что они несли, перевод 60% от истины, особенно отдельно хотелось блевануть от голосов (после голосов оригиналов). А всем остальным могу только посочувствовать за перевод. Моя оценка 4+.  СпойлерСнял за концовку, могли и детей нарожать хоть для разнообразия и был бы эдакий хэпи энд, а так драма.",6
"Смотрели в кинотеатре фильм, впечатлил, все сделано в меру, смотрится без напряга, после фильма очень приятные ощущения не на один день, для любителей жанра советую. Учитесь отключать мозг иногда и наслаждаться фильмом.",8
"Посмотрел в кинотеатре, мне понравилось, люблю такие фильмы, немного фантастики, немного романтики, посмотрел и расслабился, спецэффекты в меру, фильм ими не перегружен, всё здорово.",8
"Смотрела в кинотеатре вчера. Фильм очень нудный, в первой половине фильма вообще ничего не происходит. Нелепые диалоги, штамп на штампе. Тотальные нелепости вроде наличия бассейна на космическом корабле и невероятно огромных кают для пассажиров. Если убрать всю фантастическую составляющую и оставить только мелодраму - даже она никакой критики не выдерживает. Ни разу не верится в эту любовь. Единственный плюс этого бреда - картинка. Да, всё красивенько. Но даже на один раз я бы этот фильм не посоветовала. 1/10.",1
"Ой, не видитесь, никакой интриги, абсолютно. Коротко о фильме: драма-любовь-катастрофа-любовь-хэппиэнд. Какие на хрен приключения?! Банальный фильм-катастрофа, только в космической тематике будущего. Изначально было понятно о любовной составляющей сюжета, но ожидал доли триллера. Так вот, этой доли - абсолютное зеро. Только сопли и слюни. Лоуренс, безусловно, вытягивает этот фильм, всем её фанатам рекомендую обязательно. Остальным под настроение. Одноразовый совершенно. 6/10 исключительно за Дженни).",6
" СпойлерСупер! Оставляет весьма приятные ощущения по замыслу чем-то смахивает на ""Остров"" (но без страшилок и в космосе), красивая пара спасает остальной народ, но запутанней тема любви ненависти и снова любви, актеры (особенно особенно Дженифер Лоуренс) сыграли великолепно! Браво! В отличие от ""Гравитации"" с невыносимым ляпом по самоотсегиванию Клуни (из-за которого ""Гравитацию"" далее вменяемому человеку смотреть просто не получится), тут ляпов нет вообще, правда и фантастичность в целом очень высокая, фильм добрый, классный, даже изрядно постаревший ""Морфиус"" есть). Несмотря на некоторую ""слабость"" динамики, это все-таки не блокбастер, а фантастическая история любви, за добротное качество работы 10-ка!",10
"Посмотрел фильм в кинотеатре. Сразу скажу, бред полнейший. Фильм полностью разочаровал. Скучный невыносимо. Актеры сыграли хорошо, но это не красит фильм. Задумка неплохая, но исполнена просто ужасно. Жалею потраченных денег и времени. 3/10.",3
"Посмотрела сегодня фильм ""Пассажиры"". Мне очень понравился, 9 из 10 баллов! В нём есть и юмор и переживания, а главное что после фильма на душе остаётся приятное впечатление. Фильм супер!",9
"Кино на 3 звезды, в основном подойдет девочкам любительницам мыльной оперы! Море экшена, обещанное в трейлере, на проверку оказывается лужицей, а персонаж мало-мальски смешно пошутивший умирает в течении 15 минут! Посмотреть можно, но особых надежд на фильм возлагать не стоит, а жаль.",3
"Все-таки достаточно интересно получилось создать такой специфический микс сразу нескольких жанров - соединить их и сделать вот такой, на мой взгляд, замечательный фильм. Отлично подобранный актерский состав, лично мне очень импонирует игра Криса Пратта - великолепная игра. Я люблю смотреть фильмы-катастрофы - их снято достаточно много и со вкусом. Этот фильм, мне кажется, не оставит равнодушными своего нас и найдет обязательно своего зрителя!",7
"Я поражен насколько людям легко перечеркнуть все, что они создали. Никогда не думал, что можно так отстойно снять ""Обитель зла"", так уродливо показать Милу Йовович, да, конечно, она за это время состарилась, но гримеры вполне могли бы поработать, если Клэр нормально вышла и многие другие, то такой позор с главной героиней - это крупный провал. Бои показаны, как будто сейчас 80-е годы и зрителям предлагается в темноте фантазировать бои самим, за показ таких сражений должно быть откровенно стыдно. Я не смог досмотреть фильм, и начало отстойное и середина, потом уже смотрел на перемотке. На мой взгляд, невозможно видеоряд улучшить в кинотеатре, если он в принципе является полным д***мом. Такое впечатление, что снимали другие или авторы выжили из ума и мы в этом фильме увидели, как ""Обитель Зла"" поглотила создателей и заставила их деградировать, разрушив их мозги. Если в последней главе мы увидели реальную смерть авторов проекта, то это страшно, и они смогли нас напугать, поставив на кон свои изуродованные жизни. Другой причины почему так плохо снят фильм, я не вижу - тьма поглотила их и затмила их разум!",1
"Слишком много кадров в минуту, слишком быстрое развитие сюжета, что делает его прерывистым и непонятными, абсурдным, зомби роли вообще не играли в этом фильме... ну разве что красиво сгорели.  СпойлерЗачем-то открыли ворота, чтобы спасти 1 человека и подвергнув риску выживших в башне - бред. Все предыдущие части Элис отдалялась от Раккун сити, а в последней - бац - и за 1 день уже в этом городе, а ещё и Клэр там как-то оказалась вместе с другими выжившими, город пал 10 лет назад, а там каким-то макаром выжившие оказались.Херня короче, а не 6-я часть, тошнит от просмотра.",1
"Совершенно не понравился фильм. Вот мой рейтинг частей: первая и вторая, т.к игра Эллис была на высоте и отсебятины не так много, для своих лет реально прорывной фильмы был, четвёртая - ну согласитесь, что Вескер классический и очень харизматичный злодей, самый удачный из всех боссов фильма, одно удовольствие за ним наблюдать + очень много удачных сцен и даже несмотря на то, что финальный бой слизан с игры и я бы сказал, что слишком много выпендрёжа и ненужных персонажей, всё равно вышло не так уж плохо. А вот остальные части - это шлак. Имхо",1
"Перестарался Андерсон что-то... Может боялся чего?! Негативной критики?! Всё-таки, винить не стоит. Фильм действительно того стоит, чтобы его посмотреть, несмотря на то, что тема: Зомби - давно вышла из моды. Плюсов в фильме было много. Минусы: Вот эти бои в быстром темпе, действительно на нервы капали... Но надеюсь, что фильм в более лучшем качестве (ни в кинотеатрах) уберёт эти недостатки.",1
